320,159,96,62,59,50,60,55,29,37,24,19,13,5,6,4,2,0,0
304,184,94,64,53,57,45,54,42,24,32,18,13,5,4,6,1,0,0
320,175,91,66,54,52,47,48,37,37,20,18,16,10,4,4,1,0,0
317,198,82,53,64,53,45,40,39,34,29,12,14,10,6,3,1,0,0
332,181,95,60,52,54,40,46,34,28,31,14,11,12,8,0,2,0,0
328,183,94,70,48,50,45,36,44,29,29,15,11,7,8,2,1,0,0
332,178,113,52,61,48,32,47,30,39,20,20,12,6,7,2,1,0,0
312,196,84,88,45,61,39,32,38,28,36,13,15,8,3,2,0,0,0
299,196,91,74,76,42,54,27,35,28,22,26,12,9,7,2,0,0,0
309,182,89,77,65,60,43,42,26,29,25,19,13,12,5,4,0,0,0
308,196,78,76,66,55,56,39,28,30,17,19,18,4,8,1,1,0,0
295,179,94,63,72,55,53,52,33,25,21,17,17,14,5,4,1,0,0
312,172,97,50,58,68,47,50,42,29,18,16,21,9,6,4,1,0,0
325,160,98,59,40,58,69,33,41,38,24,16,18,11,4,4,2,0,0
320,159,87,70,51,38,59,63,29,39,29,19,15,12,5,3,2,0,0
335,177,71,64,63,46,39,46,50,29,25,21,17,6,8,2,1,0,0
327,182,89,45,55,60,43,39,42,41,19,21,16,12,5,4,0,0,0
320,176,101,64,49,45,56,36,39,36,26,17,17,10,3,4,1,0,0
306,193,90,74,54,45,42,48,35,33,29,20,14,8,5,3,1,0,0
295,195,94,66,60,54,43,44,43,28,21,26,12,10,5,3,1,0,0
299,182,100,67,61,53,52,42,37,34,24,14,16,8,7,2,2,0,0
300,170,101,70,58,58,44,55,37,34,26,13,17,9,4,2,2,0,0
306,177,92,66,55,58,57,37,46,34,25,18,14,9,2,3,1,0,0
325,166,90,61,59,56,49,43,37,35,27,17,15,9,7,2,2,0,0
303,191,78,70,57,50,52,43,43,37,25,19,14,5,8,4,1,0,0
310,177,82,58,67,52,45,51,41,40,28,21,9,9,6,2,1,1,0
323,173,103,47,53,61,45,39,41,32,32,18,19,3,6,4,0,1,0
313,191,87,69,46,45,55,35,37,40,21,31,12,10,4,2,1,1,0
298,199,90,70,56,50,32,52,30,33,32,18,24,9,3,3,0,1,0
289,199,102,72,57,55,37,26,48,24,26,24,16,16,6,2,0,1,0
315,164,124,63,59,61,44,29,29,40,19,17,16,12,6,1,0,1,0
278,198,101,80,57,58,51,37,31,29,26,17,18,9,5,4,1,0,0
287,182,92,72,70,48,53,51,28,29,25,20,13,15,10,4,1,0,0
287,203,92,54,66,58,45,47,39,22,29,22,11,12,7,5,0,1,0
293,201,83,72,51,63,48,39,32,36,17,26,17,9,8,4,1,0,0
313,172,95,65,58,53,62,36,38,32,27,13,15,9,7,3,1,1,0
314,180,91,66,56,50,53,60,29,34,22,16,13,5,8,2,0,1,0
291,195,88,70,63,53,44,42,54,26,29,13,14,10,5,2,1,0,0
292,173,113,64,59,61,51,32,44,35,27,18,14,9,6,1,1,0,0
307,171,98,73,56,58,45,44,26,40,25,26,10,12,5,2,1,1,0
303,182,98,63,58,51,60,45,29,22,36,22,15,9,5,0,2,0,0
297,196,94,66,53,56,45,50,42,24,19,24,15,10,7,0,1,1,0
342,176,88,55,55,56,50,35,44,28,18,19,13,12,5,2,1,1,0
324,197,92,58,51,44,54,37,35,37,19,24,5,12,7,1,2,1,0
310,195,110,58,52,46,45,45,34,29,24,17,14,8,8,3,1,1,0
322,189,102,66,50,44,43,43,34,28,25,20,13,7,7,5,1,1,0
337,185,91,77,56,40,47,30,39,27,23,17,13,9,4,3,2,0,0
311,203,102,61,71,48,35,39,33,25,22,19,14,7,5,4,0,1,0
331,174,114,59,54,61,47,28,27,31,25,16,16,8,5,2,1,1,0
292,193,109,72,53,58,47,48,20,25,30,19,17,8,6,0,3,0,0
297,201,100,75,54,57,49,42,33,19,22,20,15,8,6,0,2,0,0
298,190,98,71,69,52,43,48,41,26,17,17,12,11,4,2,0,1,0
306,171,108,61,68,62,50,41,43,32,16,16,9,10,4,2,1,0,0
301,176,98,74,57,61,53,45,37,33,28,10,11,6,6,3,1,0,0
312,166,91,71,61,57,57,42,40,33,21,25,5,8,4,5,2,0,0
322,169,90,63,57,60,53,41,43,26,27,18,15,4,4,5,3,0,0
311,200,84,57,51,61,48,46,35,41,22,14,16,7,3,3,0,1,0
301,193,111,61,46,52,45,42,38,36,23,25,10,12,1,2,1,1,0
297,195,92,77,54,46,50,35,35,40,27,20,13,13,4,1,1,0,0
290,191,98,66,71,49,40,46,29,26,33,30,13,9,8,0,1,0,0
304,182,93,66,59,67,47,35,36,25,21,30,18,9,8,0,0,0,0
337,159,94,70,53,54,53,43,28,29,19,16,22,13,9,1,0,0,0
331,172,88,60,68,45,53,42,35,33,15,17,17,14,4,6,0,0,0
311,191,89,65,56,64,37,47,36,30,22,10,16,12,9,4,1,0,0
306,207,95,53,56,56,50,39,40,34,21,10,11,9,8,4,1,0,0
303,203,94,59,53,51,57,40,37,31,28,15,7,8,7,6,1,0,0
319,181,107,56,54,51,53,44,25,34,30,19,12,6,4,4,1,0,0
298,201,99,69,49,47,51,48,34,23,25,26,16,8,2,3,1,0,0
316,182,106,63,61,45,45,47,34,26,16,17,25,10,4,2,1,0,0
